sample_id,text,toxic,word_count
1c2da2e07251e45e,"Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 

Anthony Bradbury sucks cock and eats shit, Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 

Anthony Bradbury sucks cock and eats shit, Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 

Anthony Bradbury sucks cock and eats shit, Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 

Anthony Bradbury sucks cock and eats shit, Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbys",1,413
451310793f13b064,"Hell, no. I ain't serving the war, I was helping people, This is fucked up.",1,15
c386e1844b1a5387,"Wow. 

Omg okay so i just made this really long page and you deleted it. thanks, BIOTCHHHHH. geez. stop deleting my things or else i'll sue you, faaaagggggggg.  

stop deleting my things or i'll find you. and i'll kill you. kill. kill. kill .",1,44
cf92e01c53cb9208,"Junior Barranquilla?

WTF? where did you come up with that name? should we call REAL MADRID... ROYAL MADRID??????????????  pleasse revert!!! don't come up with that made up bullshit! Atlético Junior!!!76.19.149.244",1,30
3dfab6ee8a4e1db7,"""

Cocksucker, """"nonesens"""" is bullshit like artificial promotion of women to the extent of even inventing bullshit stories like some hollywood actress while playing four-handed piano thought of spread specturm technique, and then worked it out with an engineer!!!  my god, how stupid can some people be!""",1,47
b7f6692802236e0e,"What part of FUCK OFF don't you understand, youi mouth breathing pimply turd?  While you'll never bang a hot chick, you can be king of shit mountain, it that it?  I laugh at you.  You can erase and erase and erase.  It's people like you that's the reason this site isn;t making money.  Most people wouldn;t put up with your cliquey bullshit.  I, on the other hand, dont care, have plenty of time, and am all around a better person that you.  I'll bet dollars to donuts I have more money, more respect, a better job, a hotter wife and a better life.  I KNOW this is all you have.  HA, i laugh while you erase.",1,116
779aed53fa04aebd,please stop deleting my images u fat ugly cumputer geek looking at kiddie porn all night kiss my natural black ass fat bitch,1,23
1b440a47a297738f,"Lies, fucking lies, may you rot in hell for all of your lies and blasphemies.",1,15
ab578af26ddc123c,"Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!
Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!
Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!
Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!
Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusi",1,497
6f31617f31e0cfb2,"o feel sorry for you, fuck off you american bastard",1,10
5cba9cd8fbc78652,"""

ANSWER THE QUESTION INSTEAD OF MAKING EXCUSES! WHY WAS NO ACTION TAKEN TO THE USER WHO WROTE THIS: I'll take that one. """"Blah blah blah yammer yammer yammer propagandists blah blah blah yammer yammer yammer bullshit."""" Poor little, tiny conspiracy theorist. Mommy doesn't love him enough to give him attention. Feel free to """"silence"""" (conspiracy theorist talk for """"rightly make fun of"""") this latchkey kid as needed. 68.0.236.131 (talk) """,1,71
5bfef90878ed50c6,I added a new one from the 2009 tour but Wikipedia's gay copyright shit removed it.,1,16
5a7e8ceb029dea6d,"hey 

why must you be such a shithole? fuck off",1,10
fd3d00747e3eb9f8,"""
hmmmmm Some might call this Wikistalking and harrassment! I am sorry if you people want to hide the Gay side of some of your RW heros. Please read the article on Outing. As more and more RWs are shown to enjoy Gay sex, especially people who condemn Gay sex but practice it themselves, like Ted Haggard it will take away some of the bad stigma. Its time for all the RW Gay sex practicers to come out of the closets and admit how much they like Gay sex! (IMO) Theres that old saying  """"Try it, you'll like it!"""" Thats too true! Why do you think more and more people are trying Gay sex!? Its okay, (IMO) to have a wife and kids and enjoy some Gay sex now and then! (no Meth or poppers though!)  """"Try it, you'll like it!"""" Δbutler• """,1,143
5ffd5238aad3e57b,"Read 

What a piece of shit you are",1,8
899c7847276f2f8d,"You must be stupid 

I am referencing an act people in power will do to prevent someone from saying things that will show them for who they truly are.
It's not a death threat. You just want to look like a fucking victim. My god this is ridiculous.",1,48
cd162597d107aa84,"You do not own Misterioso, and you do not own me. Bye bye bully.",1,14
0fc49e5cfe469a2a,"""

 Leave it... Sector 06 Rourkela 

Dude..
I'm no more interested in editing... fuckkk offf """"You and Your Administrator Page""""...
Thanks..  """,1,22
bb0cab63b455fae3,"NONE OF THIS MP STUFF IS TRUE AND I HEARD TODAY ON REALLY GOOD AUTHORITY THAT MARSDEN HAS AN ATTORNEY IN NEW YORK DRAWING UP THE MOTHER OF ALL LAWSUITS AGAINST JIMBO, WIKIPEDIA SO YOU MIGHT WANT TO TAKE THIS MP SHIT AND OTHER SHIT DOWN ASAP.",1,47
b2f24891eda51893,"Bbb23 the cunt 

Bbb23 you are issued from a cunt family, you are a bitch. And hell is coming, and I'm coming with it ;)37.8.170.180",1,25
4efa858ca91d25f3,"yo 

wat u chng it for, kutcher is prick and world must knw the trooth. Ill change it againsmate,an then fuckin,ill be the winnar! Hahaha lol u gay",1,28
39c0c256e8df95ae,"Honesty, where the fuck is the Adeputs Mechanicus page, I typed Machine God in search and some crap that has nothing to do with Warhammer 40,000 turned up, honesty what the fuck, whoever is killing Warhammer 40,000 on wikipedia needs to die in the fire and if you don't like what I said, then you can join them as well, deal with it.(  )",1,64
0c5a912e6830c660,You piece of shit fucking block me then pussy... Go ahead I don't give a care if you are that of a fucking girly bitch! FUCK YOU Boing! Said Zebedee! What the fuck kind of user is that? Fucking mindless block addict retard,1,43
48642ba4cc134105,"I warnned you not to fuck with me Tony, and now looks whap happened!  This would have been a fuck of a lot easier on youe if you would have just let me comme back motherfucker Now you can join me as personae non gratae around here",1,47
910078a392ac64ee,hey bitch im trying to edit this page and u deleted it. u son of a bitch better put it back or im going to find u and kick your FAT ASS!,1,32
469200fa9128e500,"http://www.cnn.com/2009/CRIME/02/18/barracks.death/ There. Don't know how you mised this in the news. I don't know how to do any of this citation crap, either. I don't have enough time to spend all day chained to a computer learning haxx0ring or whatever it is you nerds do all day in your parent's basement. And it's notable because it happened on the base and is becoming quite a big scandal. This should be obvious on the surface, idiot.",1,75
b00ced343a0c5d8b,"Psycho ==

Why do you keep telling us that our page is being vandalized!!!??? It is our page! Can we do what we want? Nobody likes you! You are such a dickhead! You lesbian butch!

~~Colleen&Vanessa;

==",1,37
e1416bf0b4bbfd24,"I Want You 

I wanna rape you good. I want your sexy body and sexually abuse you!",1,17
4143fbacd89b2986,"You are one fatass nerd. Fuck you, I'm putting the twitter and youtube refs there anyways. I really don't give a fuck about the policy that YOU follow, I don't know how you expect me to find that shit anywhere else. Use your fucking brain. Oh, and stop undoing the changes I made by hitting the god damn undo button everytime I do something. Fucking cockmuncher",1,66
43cebe6cb333e734,PENIS VAGINA YOU SUCK FAGGOT ASSHOLES AT WIKIPEDIA,1,8
4a8752836cbb8ee0,"""

 retARdED 
i was wondering how long it would take your faggot ass to stalk me
finally after a few months you get it, well, i guess ill blank my user page and create a new account, since you have to be a little bitch
ive done so many constructive edits then an anon (which is probably you) runs through and reverts a deletion which is perfectly fine and not vandalism, you run to his rescue. go home, little girl. burgz33 is unblocked october 1st anyway, so ha!  """,1,89
5154c3f8c49a531b,"Hi Motherfucker Zhanzhao, are you a slant-eyed chink or a blackie indian or both? 

Says the above. Answer my question, Fucker. 218.186.12.250",1,22
ba67aea28f1a9d5a,"i don't give a shit!==

you people are a bunch of dictators. eat shit.

==",1,15
66c7ad15b405ef2b,"retard 

are you mentally retarded user:ugugugugugugug is my own account you absolute jibbering fool",1,14
0af8e43476845e56,"Phil Kessel 

1. The name is sourced
2. Does not violate BLP
3. You're an idiot.

74.216.78.244",1,17
95ef75f427acf65b,"Get a life brotha==
fick me looking at sum of the shit u been doin. are you queer cunt or what?

and i quote

As I'm currently away from my home ADSL network, I'll be limited since I'm now using a bandwith limited mobile limited connection. I hope to be back when the issue is fixed.

if that dont scream a fucking wanker i don't know what does.

==",1,69
799e117a87dec3be,"GAY SEX,  ANAL, ALL NIGHT 

Why are you reverting me? SPUI saya on his talk page that he doesn't want modifications to his talk page reverted. Pull your head out of your ass.",1,33
85c0c3ce1efb9252,"Let's see her tits 

LOL - I HAVE NO PENIS",1,10
a2562a80cb721a7b,"your a cunt Chovain, suck it ya minge",1,8
9487e0f1b91d0d90,"Ban this Jerk
Someone needs to ban this jerk for deleting articles before we can even get them off the ground.",1,21
182050607022d1ed,"ill keep changing and fucking around, ebcause oyure a 16 yo pimply fuck.",1,13
00dc0760994133ff,"Fuck you 

-User:The Bohemian Shinobis yeah, that's right, bitch! You are all pieces of shit!",1,15
10293437c5ca3b12,"Dude you crazy! 

Dude, you are totally not cool.  Why did you leave me that message on Resume?  I totally fixed it.  I don't know what's up you gluteus maximus.  Dog, you need to cool off your jets in a salon.  Get a pedicure and don't be so upset when a brotha is just trying to have a good time.  If you want to go on a date with me just leave me your number on my user talk page.  Peace",1,81
17d2a1d2147f897f,"you are queer as volk 

you are gay man. oh no the wikipedia police are coming to get me!!!!!!you are the only gay in  the village",1,26
703b4ea98127e95d,"Race 
Hey. I'm writing from Imperial College, UK. The talk page is locked. Now the article is locked. Is that how you people collaborate? You ever had a kick in the ass? We can trace you! See you later!
Blood is red and blood is beautiful. The cross is not a meaningless symbol.",1,53
ed9e425b405d254d,Dedicate time? go ahead delete the stupid thing. You guys on here don't do that great of a job on here anyway. i will call whoever i want a fat cow,1,31
8b26daa7788361a7,"I bet you suck a LOT of cock 

And you obviously like to work for free, so I bet you suck for free too.",1,24
c530ff93bcc45cd1,"wateva minga mc donalds worker
u r a fuckin paedofile
leave ant and dec alone 
just cause ur not famous
u fuckin ugly bitch fuck ur hole family",1,28
d7ae29b5af48fdcd,. This encyclopedia is stained with Satan hypocrisy and bias. Massive anti-truth filter,1,13
c6cc8c90c8a5e077,",
BILLCJ's Mom, she's a big fat, fucking bitch
Big old fat fuckin' bitch, BILLCJ's Mommmmmmmmmmm
Yeahhhhh, Chaaaaa",1,18
429787c403a871af,"Oh come on you fuckturd! I hated Season 4 so goshdamn much it's days like January 19, 2004, when I wish I couldd just bloody stab that idiotic petty little sponge with a butcher knife! 71.64.6.46",1,36
6b8ac60d2bf2f408,"Gross 

If some bitch ever came on me I would throw her gross ass out on the pavement",1,18
3015d850b3e96095,"bring it 

hello tommy remember me? im back asshole",1,9
226f59dfdf20b05d,"""

report me all you want. to call that """"vandalism"""" is idiocy to begin with. whether it's policy or not, you're an idiot for looking for those types of things. I'm sure wikipedia is a much better place because of that (note: sarcasm). ban away!""",1,45
88bd12303d30b83d,"What's a guy got to do to get a real ban, anyway?  Also, that last comment didn't even make sense.  This is annoying, surely, but not a personal attack, you fucking child molester.",1,33
df6e23192e53e200,"Hi 

Hey Benon, get a real job. Leave me the hell alone dammit.Stop blocking me. Don't fuck with me. If you have a problem please get at me.",1,28
6f85e3180440a535,"Be nice and don't be a dick, or I will kick your ass.",1,13
3e58569ec28d3822,"""
No, you utter RETARD! HISPANIC MEANS FROM SPAIN! Mexicans are not hispanic, only idiot, uneducated yanks call them that since they are retards who can't tell the difference between the White people from Spain and the Red people of Mexico! Mexicans and Indians (whoo-hoo feather natives) like Apache, Sioux and other former scalping savages from the Lone Ranger era are the same race!!!! They got CONQUERED BY WHITE SPANIARDS aka TRUE HISPANICS and that is the reason non-White, RED Mexicans are HISPANOPHONES, they're not Hispanics (FROM SPAIN IS THE TRUE DEFINITION OF HISPANIC!!), they are Mayans or Aztecs or whatever tribe. The native people of Spain, are White! 

Maybe, since retarded yanks can't grasp these FACTS, them Mexicans ought to be shamed for their defeated, loser past so they can quit speaking  the EUROPEAN SPANISH language and go back to speaking Aztec, that way you imbeciles will quit calling these NON-SPANIARDS, NON-WHITES """"Hispanics"""" or """"Latino"""" and call them what they are, Red indigenous native Americans. That way you will learn the DIFFERENCE. Pendejos gringos!

It's about time! Blacks are no longer called Negroes, it's now an insult to call Asians Orientals (even though Taj Mahal Indians are also Asians, duh!!!) so quit calling Mexicans """"Hispanic"""" or we will start calling you yanks English or British! """,1,217
8227ea683684ed20,"Please get AIDS 

Seriously get something terminal so you will finally get an opportunity to realise what a pathetic life you have.

Your complete inability to be constructive is enough to warrant my bile.

I hate you so much and feel sad too that something like you can make feel this way.

A true honor. 82.132.226.149",1,56
0a8ff5b15e5089c2,i'll hook your mom you motherfucker. yeah suck my balls and slurp my come. bitch.,1,15
4862e6d395b6ab24,"You don't scare me Chris. Face it, I'm evil, and you are nothing but trash and that is what you will be for the rest of your life!   Infonerd2216",1,29
bc13a27d27894bd4,"Suitcivil133 is a little bitch. he is a bandwagon barcelona fan who needs to be put in his place, fuck that fagget.",1,22
0afe5ebb355dcd84,"""

 WIKIPEDIA IS A COMMIE SITE< AND CENSORS ALL NEGATIVE OBAMA POSTS!! 

HEY BUDDY< DO YOU LIKE WATCHING A SITE FOR BAD POSTS??? DON""""T YOU HAVE  A GIRLFRIEND??? YOU ARE PATHETIC!!!!!!!""",1,31
