sample_id,text,word_count
wt_204,"Torres was named the Premier League Player of the Month for February 2008 , during which he scored four goals in four appearances , including a hat @-@ trick against Middlesbrough on 23 February 2008 . This hat @-@ trick and another in a 4 – 0 victory over West Ham United on 5 March 2008 meant he became the first Liverpool player since Jack Balmer in November 1946 to score a hat @-@ trick in successive home matches . Later in March , after he scored a 47th @-@ minute header against Reading at Anfield , becoming the first Liverpool player since Robbie Fowler in the 1995 – 96 season to score 20 league goals in a season . In April , he scored another Champions League goal , this time against Arsenal in the quarter @-@ final second leg , as Liverpool advanced to the semi @-@ final . This goal took him onto 29 goals for the 2007 – 08 season in all competitions , eclipsing Michael Owen 's personal record for goals in a season . On 11 April 2008 , it was announced Torres had made a six @-@ man shortlist for the PFA Players ' Player of the Year award , which was eventually won by Cristiano Ronaldo of Manchester United . The Spanish international was also nominated for the PFA Young Player of the Year Award , which was won by Cesc Fàbregas of Arsenal and was named in the PFA Team of the Year . In May , he finished second to Ronaldo for the FWA Footballer of the Year award .",270
wt_205,"The piece begins with three patrons taking their first sip of Guinness in a London pub . To the accompaniment of Sammy Davis , Jr . ' s rendition of "" The Rhythm of Life "" from the 1969 film version of the 1966 Broadway musical Sweet Charity , a reverse @-@ motion sequence begins . The three men retreat from the bar and into the street , other patrons disappearing as they pass . As they move down the street , a reverse time @-@ lapse @-@ style sequence transforms their clothes to match a rapidly changing urban scene , which progresses through modern @-@ day London to the Edwardian period . Electric lights transform into gas lamps and buildings begin to disappear frame by frame . A short cutaway sequence shows the city regressing into the past , shrinking to a small Saxon settlement before disappearing entirely . Returning to the main sequence , the three men 's clothes and hairstyles are adjusted into Bronze Age equivalents as they pass through thickening woodland . A close @-@ up of one of the characters shows his features quickly transformed into those of a caveman . The trio are then frozen in an ice age glacier .",207
wt_206,"Plunketts Creek has been a place for lumber and tourism since its villages were founded . Before the advent of automobiles , the area was quite isolated and the 16 mile ( 26 km ) trip to Montoursville took at least three hours ( today it takes less than half an hour ) . Residents who used to work locally now commute to Williamsport . "" Cabin people "" have seasonally increased the population for years , but increasing numbers now live there year round . From 1950 to 2000 , the population of Plunketts Creek Township increased 80 @.@ 6 percent from 427 to 771 ( for comparison , in the same period Lycoming County 's population increased by only 18 @.@ 6 percent , while Sullivan County 's declined by 2 @.@ 9 percent ) . Tourists still come too : the opening weekend of the trout season brings more people into the village at the mouth of Plunketts Creek than any other time of the year .",170
wt_207,"In 1949 , Ross had signed Georges Boucher as coach , but Boucher did not work well with Ross and team president Weston Adams . Looking to hire a new coach in the summer of 1950 , Ross phoned Lynn Patrick , the son of Lester , who had just resigned from the New York Rangers after coaching the team to the Stanley Cup Final . Lynn had moved his family back to Victoria , British Columbia , where he grew up as a child , with the intention of coaching the Victoria Cougars , a team in the minor professional Pacific Coast Hockey League . Though reluctant to move back to the eastern United States , Lynn was hired by Ross after he was offered a salary of $ 12 @,@ 000 . He would coach the team for the next four seasons and become the second general manager of the Bruins when Ross retired at the end of October 1954 .",163
wt_208,"A fragment of the film footage of the demolition was discovered five decades later by the film director Lordan Zafranović during research for his 1993 documentary feature , Decline of the Century : Testimony of L. Z. ; 41 seconds of the film survives . This footage was also shown in Mira Wolf 's documentary , The Zagreb Synagogue 1867 @-@ 1942 ( 1996 ) , produced by Croatian Radiotelevision .",71
wt_209,"The settlement appeared to be progressing so well that in January 1623 , Calvert obtained a concession from King James for the whole of Newfoundland , though the grant was soon reduced to cover only the southeastern Avalon peninsula , owing to competing claims from other English colonists . The final Charter constituted the province as a "" county palatinate "" , officially titled the "" Province of Avalon "" , under Calvert 's personal rule .",77
wt_210,"Minor signed as an undrafted free agent with the Chicago Bears on April 24 , 2010 , after going undrafted in the 2010 NFL Draft . He was released on September 1 . He then signed with the New Orleans Saints to their practice squad . However , Minor was back with the Bears before being released at the beginning of October and signed by the Indianapolis Colts . Minor was released by the Colts in October . In November , Minor tried out for the Green Bay Packers before ending the season as a member of the Denver Broncos ' practice squad .",104
wt_211,Charmbracelet was certified Gold in both Brazil and Hong Kong by Associação Brasileira dos Produtores de Discos ( ABPD ) and IFPI Hong Kong respectively .,26
wt_212,"B Company — commanded by Captain Henry Nicholls — led off shrouded in the heavy mist , and with visibility limited in the thick vegetation , it drifted to the right off the intended axis of advance having lost direction , suffering a similar fate as the Fusiliers . Disorientated , the assaulting companies became separated and the battalion attack turned into a series of independent company attacks . D Company slowly continued forward however , and when the mist lifted suddenly at 11 : 20 they were left dangerously exposed still only halfway up the slope to their objective . The Australian approach had surprised the Chinese however , who were apparently expecting the assault from the north , and D Company succeeded in closing to within grenade range of the Chinese on Victor . During a fierce twenty @-@ minute fire @-@ fight the Australians cleared their first objective with the assistance of direct fire from supporting tanks , and indirect fire support from artillery , losing three killed and 12 wounded . Included among the Australian wounded was the company commander and one of the platoon commanders , both of whom remained in command despite gunshot wounds . Chinese losses included 30 killed and 10 captured .",210
wt_213,"There he achieved passes at A @-@ levels in Greek , Latin and English Literature , with three grade As . From there Pryce went on to gain a First @-@ Class honours at Trinity College , Cambridge in June 1996 , where he read Classics staying on to study for a masters . Pryce was also known to be a talented musician and lived on Bathurst Gardens , Kensal Green in a flat which he shared with his fiancée Adele Eastman , 31 , a solicitor specialising in employment law with Farrer & Co , the Queen 's solicitors .",101
wt_214,"Federer won three ATP Masters Series 1000 events , one was on clay in Hamburg , and the other two were on hard surfaces at Indian Wells and in Canada . Federer took the ATP 500 series event at Dubai and wrapped up the year by winning the year @-@ end championships for the second time . He also won his first tournament on home soil by capturing the Swiss Open in Gstaad . His 11 singles titles were the most of any player in two decades , and his record of 74 – 6 was the best since Ivan Lendl in 1986 . He improved his year @-@ end ranking to world No. 1 for the first time .",120
wt_215,"There are a number of methods to determine the TBSA , including the Wallace rule of nines , Lund and Browder chart , and estimations based on a person 's palm size . The rule of nines is easy to remember but only accurate in people over 16 years of age . More accurate estimates can be made using Lund and Browder charts , which take into account the different proportions of body parts in adults and children . The size of a person 's handprint ( including the palm and fingers ) is approximately 1 % of their TBSA .",101
wt_216,"Haifa 's intercity bus connections are operated almost exclusively by the Egged bus company , which operates two terminals :",20
wt_217,"In official writings , pharaohs are said to be divine , and they are constantly depicted in the company of the deities of the pantheon . Each pharaoh and his predecessors were considered the successors of the gods who had ruled Egypt in mythic prehistory . Living kings were equated with Horus and called the "" son "" of many deities , particularly Osiris and Ra ; deceased kings were equated with these elder gods . Pharaohs had their own mortuary temples where rituals were performed for them during their lives and after their deaths . But few pharaohs were worshipped as gods long after their lifetimes , and non @-@ official texts portray kings in a human light . For these reasons , scholars disagree about how genuinely most Egyptians believed the king to be a god . He may only have been considered divine when he was performing ceremonies .",152
wt_218,World Tag Team Championship ( 2 times ) – with Kane ( 1 ) and Rosey ( 1 ),19
wt_219,"The corn crake breeds from Britain and Ireland east through Europe to central Siberia . Although it has vanished from much of its historic range , this bird was once found in suitable habitats in Eurasia everywhere between latitudes 41 ° N and 62 ° N. There is also a sizable population in western China , but this species nests only rarely in northern Spain and in Turkey . Old claims of breeding in South Africa are incorrect , and result from misidentification of eggs in a museum collection which are actually those of the African rail .",98
wt_220,"The game begot a Super Mario Land series of portable Mario games . Super Mario Land 2 : 6 Golden Coins added a non @-@ linear overworld and introduced Wario , an evil version of Mario , as the game 's villain . The subsequent Wario Land : Super Mario Land 3 began the Wario franchise . After 19 years , the 2011 title Super Mario 3D Land for the Nintendo 3DS became Mario 's first game in stereoscopic 3D . Audrey Drake of IGN argued that both Wario Land and Super Mario 3D Land were not "" legitimate sequels "" , and wrote that the latter felt more like "" Super Mario Bros. 3 with Mario Galaxy influences "" than a successor to Super Mario Land 2 .",129
wt_221,"Later , despite Taylor 's pleas to keep the dissolution of the HNC secret in the hope it would be reversed , Kỳ , Thi , Thiệu and Cang called a media conference , where they maintained the HNC had been dissolved in the nation 's best interests . The quartet vowed to stand firm and not renege on their decision . They also proclaimed their ongoing confidence for Suu and Hương . Two days later , Khánh went public in support of the Young Turks ' coup against the HNC , condemning the advisory body and asserting the army 's right to intervene if "" disputes and differences create a situation favorable to the common enemies : Communism and colonialism "" . The generals announced they had formed a new body called the Armed Forces Council ( AFC ) to succeed the current Military Revolutionary Council , and referred to the dissolution of the HNC as Decision No. 1 of the AFC . The American policymakers viewed the public moves by the Vietnamese generals as "" throwing down the gauntlet "" and challenging their counsel .",187
wt_222,"Flooding damages on the Mississippi – Missouri river system were one of the primary reasons for which Congress passed the Flood Control Act of 1944 , opening the way for the USACE to develop the Missouri on a massive scale . The 1944 act authorized the Pick – Sloan Missouri Basin Program ( Pick – Sloan Plan ) , which was a composite of two widely varying proposals . The Pick plan , with an emphasis on flood control and hydroelectric power , called for the construction of large storage dams along the main stem of the Missouri . The Sloan plan , which stressed the development of local irrigation , included provisions for roughly 85 smaller dams on tributaries .",121
wt_223,"Another plan seeks to turn the western section of Haifa Port into a major tourism and nightlife center , as well as a functioning point of embarkation and arrival for sea travel . All port activity will be moved to the western side , and the area will be redeveloped . Public spaces and a beach promenade will be developed , and commercial buildings will be renovated .",68
wt_224,"The race was sponsored for the first time by Aberdeen Asset Management , and both crews were competing for the Aberdeen Asset Trophy . It was the fiftieth anniversary of the BBC 's coverage of the event and over the preceding five years had secured an average audience in excess of six million .",54
wt_225,"My heart aches , and a drowsy numbness pains",9
wt_226,"In South Indian Shiva temples like those in Tiruvenkadu and Chidambaram , the bronze Kalyanasundara images of Shiva and Parvati are used in annual temple festivals to commemorate the divine union . Special halls are reserved for the annual ceremonial wedding of the deities . The Kalyanasundara bronzes are used only in this festival and kept unused the rest of the year .",63
wt_227,"It has been hypothesized that Charles Darwin might have suffered from Chagas disease as a result of a bite of the so @-@ called great black bug of the Pampas ( vinchuca ) ( see Charles Darwin 's illness ) . The episode was reported by Darwin in his diaries of the Voyage of the Beagle as occurring in March 1835 to the east of the Andes near Mendoza . Darwin was young and generally in good health , though six months previously he had been ill for a month near Valparaiso , but in 1837 , almost a year after he returned to England , he began to suffer intermittently from a strange group of symptoms , becoming incapacitated for much of the rest of his life . Attempts to test Darwin 's remains at Westminster Abbey by using modern PCR techniques were met with a refusal by the Abbey 's curator .",154
wt_228,"The tactical approach of the two sides were cancelling each other out . Real 's slow pace interspersed with high speed bursts , while Liverpool preferred a more deliberate approach , keeping possession and making use of their wingers . Their various forms of marking also negated each other , Real man marked Liverpool 's best players such as Dalglish and Souness , while Liverpool were content for the nearest defender to mark the man on the ball .",79
wt_229,"The writer of the scenario is unknown , but it was most likely Lloyd Lonergan . He was an experienced newspaperman employed by The New York Evening World while writing scripts for the Thanhouser productions . The plot is a clever advertising scheme employed by a theatre manager to draw patrons and using an elaborate series of events in order to accomplish that effect . Once "" the convict "" is identified and the chase begins , he receives assistance in prolonging the chase until arriving at the theatre where the crowd purchases tickets for the show . The film director is unknown , but it may have been Barry O 'Neil . Film historian Q. David Bowers does not attribute a cameraman for this production , but at least two possible candidates exist . Blair Smith was the first cameraman of the Thanhouser company , but he was soon joined by Carl Louis Gregory who had years of experience as a still and motion picture photographer . The role of the cameraman was uncredited in 1910 productions . The only role in the cast which is known is for Marie Eline as the little girl . The other cast credits are unknown , but many 1910 Thanhouser productions are fragmentary . A surviving film still gives the possibility of identifying two actors .",224
wt_230,"Sir Hugh Seymour Walpole , CBE ( 13 March 1884 – 1 June 1941 ) was an English novelist . He was the son of an Anglican clergyman , intended for a career in the church but drawn instead to writing . Among those who encouraged him were the authors Henry James and Arnold Bennett . His skill at scene @-@ setting and vivid plots , as well as his high profile as a lecturer , brought him a large readership in the United Kingdom and North America . He was a best @-@ selling author in the 1920s and 1930s but has been largely neglected since his death .",110
wt_231,"Ace Attorney characters have made cross @-@ over appearances in other video games . Some Ace Attorney characters appear in SNK vs. Capcom : Card Fighters DS . Phoenix and Edgeworth make a cameo appearance in She @-@ Hulk 's ending in the fighting game Marvel vs. Capcom 3 : Fate of Two Worlds ; in the game 's update , Ultimate Marvel vs. Capcom 3 , Phoenix appears as a playable character . Phoenix and Maya are playable characters in Project X Zone 2 , while Edgeworth makes a non @-@ playable appearance . Music from the Ace Attorney series is featured in Taiko Drum Master : Doko Don ! Mystery Adventure , with Phoenix making an appearance in the game 's story .",125
wt_232,"Early in their development , T Tauri stars follow the Hayashi track — they contract and decrease in luminosity while remaining at roughly the same temperature . Less massive T Tauri stars follow this track to the main sequence , while more massive stars turn onto the Henyey track .",50
wt_233,"On August 27 , a tropical wave formed over the central Caribbean and tracked towards the west @-@ northwest . The system gradually developed organized shower and thunderstorm activity . By September 1 , a tropical depression developed from the wave . By September 3 , the depression had intensified into a tropical storm , receiving the name Delia , and began tracking more towards the west . A complex steering patter began to take place later on that day , resulting in the creation of a more hostile environment for tropical cyclones in the Gulf of Mexico . As Delia neared the Texas coastline , it managed to intensify into a strong tropical storm with winds of 70 mph ( 110 km / h ) . The lowest pressure was recorded at 986 mbar ( hPa ; 29 @.@ 11 inHg ) at this time . Shortly thereafter , the cyclone made its first landfall in Freeport , Texas late on September 4 . After executing a counterclockwise loop , the storm made landfall in Freeport again on September 5 . After moving inland , the storm quickly weakened , becoming a depression on September 6 before dissipating early the next day over northern Mexico .",207
wt_234,"The city is also home to a 30 @-@ bed acute burns hospital for children , the Shriners Burns Hospital at Galveston . The Galveston hospital is one of only four in the chain of 22 non @-@ profit Shriners hospitals , that provides acute burns care . Although the Galveston Hospital was damaged by Hurricane Ike , the Shriners national convention held in July 2009 voted to repair and reopen the hospital .",74
wt_235,"Moreover , in terms of structure , Alkan in his compositions sticks to traditional musical forms , although he often took them to extremes , as he did with piano technique . The study Op. 39 , no . 8 ( the first movement of the Concerto for solo piano ) takes almost half an hour in performance . Describing this "" gigantic "" piece , Ronald Smith comments that it convinces for the same reasons as does the music of the classical masters ; "" the underlying unity of its principal themes , and a key structure that is basically simple and sound . """,106
wt_236,Cadmium can be used to block calcium channels in chicken neurons . Analytical methods for the determination of cadmium in biological samples have been reviewed .,26
wt_237,"Guardian Angel ; Society for the Preservation of Christian Knowledge , 1923",12
wt_238,"According to the benchmarks on its official website , the Fastra II is faster and more power efficient than its competitors , including the Fastra I and the Tesla C1060 video card . The benchmarks were performed on the Fastra II , the Fastra I , a 512 @-@ core cluster ( consisting of Opteron CPUs ) , an Nvidia Tesla C1060 workstation card on an Intel Core i7 940 CPU , and on an Intel Core i7 940 CPU itself . The Fastra II is over three times faster than the Fastra I in CT slice reconstruction speed . Although the Fastra II consumes more power than the Fastra I , it 's nearly 3 times as energy efficient as the Fastra I , and over 300 times as energy efficient as the 512 @-@ core cluster . The video cards run at 37 degrees Celsius when idle , and at 60 degrees Celsius at full load .",159
wt_239,"Farr saw the 1946 colour version as poorer than the black and white original ; he said it had lost its "" vibrancy "" and "" atmosphere "" , and that the new depiction of the Congolese landscape was unconvincing and more like a European zoo than the "" parched , dusty expanses of reality "" . Peeters took a more positive attitude towards the 1946 version , commenting that it contained "" aesthetic improvements "" and "" clarity of composition "" because of Hergé 's personal development in draughtsmanship , as well as an enhancement in the dialogue , which had become "" more lively and fluid . """,110
wt_240,"At 53 ° 32 ′ 39 ″ N 2 ° 7 ′ 0 @.@ 8 ″ W ( 53 @.@ 5444 ° , − 2 @.@ 1169 ° ) , and 164 miles ( 264 km ) north @-@ northwest of London , Oldham stands 700 feet ( 213 m ) above sea level , 6 @.@ 9 miles ( 11 @.@ 1 km ) northeast of Manchester city centre , on elevated ground between the rivers Irk and Medlock . Saddleworth and the South Pennines are close to the east , whilst on all other sides , Oldham is bound by smaller towns , including Ashton @-@ under @-@ Lyne , Chadderton , Failsworth , Royton and Shaw and Crompton , with little or no green space between them . Oldham experiences a temperate maritime climate , like much of the British Isles , with relatively cool summers and mild winters . There is regular but generally light precipitation throughout the year .",164
wt_241,"Thomas Quiney ( baptised 26 February 1589 - c . 1662 or 1663 ) was the husband of William Shakespeare 's daughter Judith Shakespeare , and a vintner and tobacconist in Stratford @-@ upon @-@ Avon . Quiney held several municipal offices in the corporation of Stratford @-@ upon @-@ Avon , the highest being chamberlain in 1621 and 1622 , but was also fined for various minor offences .",70
wt_242,"While Domoina was moving through South Africa , it drew an area of moisture from the northeast , which produced heavy rainfall that peaked at 950 mm ( 37 in ) between Richards Bay and Sodwana Bay . Totals of over 700 mm ( 28 in ) were reported along the upper Umfolozi , Mkuze , Pongola and middle Usutu and Komati rivers , and along the upper and lower Ingwavuma river . Precipitation spread as far south as Durban , but did not penetrate far into the center of the country . An area of about 107 @,@ 000 km2 ( 41 @,@ 000 sq mi ) received 370 mm ( 15 in ) of rainfall . Along the Umfolozi River , a discharge rate of 16 @,@ 000 m ³ / s ( 565 @,@ 000 ft ³ / s ) was recorded , which was three times the rate of a 100 year flood . The river avulsed , or changed its course , near where it met with the Msunduzi River . High rains in the mountains caused the largest flood to date along the Pongola River . The floodplain downstream of the Pongolapoort Dam was inundated to where the Pongola met the Ututu River , which filled many pans – dry lakes – in the region . Along 29 river locations in eastern South Africa , river heights were estimated to have been 1 in 50 year events . The river flooding moved sediment along many banks , and in one location the sediment reached 10 km ( 6 @.@ 2 mi ) in length . Due to the widespread flooding and the remoteness of the worst affected areas , there were minimal measurements on the river flow along the Pongola , although above the Pongolapoort dam , levels reached 13 @,@ 000 m ³ / s ( 460 @,@ 000 ft ³ / s ) , which were 18 times higher than the previous record highest . There had been a planned release of water from the Pongolapoort Dam in March 1984 to provide adequate water to the floodplain , but Domoina prevented this from occurring . The dam had its highest hydrology on January 31 and reached 87 % of its capacity . Waters from the dam were released on February 2 to prevent the dam from exceeding capacity . With the future threat of Cyclone Imboa , dam levels continued to drop until returning to normal by February 16 , despite requests to hold the water to prevent further crop damage .",430
wt_243,"The Four Kings were very popular in Cuba , and the Japanese media were proud of the reputation they were bringing to judo and Japan . Consequently , on January 8 , 1912 , the Kodokan promoted Maeda to 5th dan . There was some resistance to this decision because there were those in Japan who did not approve of his involvement in professional wrestling . In 1913 , Tokugoro Ito stayed in Cuba while Maeda and Satake went to El Salvador , Costa Rica , Honduras , Panama , Colombia , Ecuador and Peru . In El Salvador , the president was assassinated while Maeda was there , and in Panama , the Americans tried to pay him to lose ; in response , they kept moving south . In Peru they met Laku , a Japanese jujutsuka who taught the military , and invited him to join them . They were then joined by Okura in Chile , and by Shimitsu in Argentina . The troupe arrived in Brazil on November 14 , 1914 .",177
wt_244,"Oxford 's Bowden was dumbstruck : "" I 'm really floored . I just haven 't got any answers until I talk to the crew . "" His number four , Toby Ayer admitted : "" my impression is that they were quicker than us and that is a very hard thing to have to say . "" Cambridge 's Williams noted : "" I thought it would be a bit more competitive than that . "" Cambridge boat club president Crombie exclaimed "" that 's the most fun I 've ever had rowing for Cambridge . """,98
wt_245,"Portrait of Monsieur Bertin is an 1832 oil @-@ on @-@ canvas painting by Jean @-@ Auguste @-@ Dominique Ingres . It depicts Louis @-@ François Bertin ( 1766 – 1841 ) , the French writer , art collector and director of the pro @-@ royalist Journal des débats . Ingres completed the portrait during his first period of success ; having achieved acclaim as a history painter , he accepted portrait commissions with reluctance , regarding them as a distraction from more important work . Bertin was a friend and a politically active member of the French upper @-@ middle class . Ingres presents him as a personification of the commercially minded leaders of the liberal reign of Louis Philippe I. He is physically imposing and self @-@ assured , but his real @-@ life personality shines through – warm , wry and engaging to those who had earned his trust .",153
wt_246,"Because of the possibility of subsurface liquid oceans on Jupiter 's moons Europa , Ganymede and Callisto , there has been great interest in studying the icy moons in detail . Funding difficulties have delayed progress . The Europa Orbiter was a planned NASA mission to Europa , which was canceled in 2002 . Its main objectives included determining the presence or absence of a subsurface ocean and identifying candidate sites for future lander missions . NASA 's JIMO ( Jupiter Icy Moons Orbiter ) , which was canceled in 2005 , and a European Jovian Europa Orbiter mission were also studied , but were superseded by the Europa Jupiter System Mission .",113
wt_247,"The three re @-@ emerge from the glacier as primitive hominids , their clothes ripped away to reveal loincloths . They continue to walk backwards with a more simian gait , and soon turn into chimpanzees . From there , they are transformed into a number of different species in quick succession , including flying squirrels , furry mammals , aquatic mammals , fish , flightless birds , small dinosaurs , and burrowing lizard @-@ like creatures . The environment around them changes rapidly as they travel , with cutaways showing millions of years of geological changes occurring in less than a few seconds . Finally , the three become mudskippers around a green @-@ brown puddle . The action briefly moves forward again to show the middle character registering his disgust at the taste of the water with a "" Pweugh ! "" sound . The commercial ends with a transition to a product shot of three pints of Guinness accompanied by the strapline "" Good things come to those who wait "" .",175
wt_248,"As with previous Valkyira Chronicles games , Valkyria Chronicles III is a tactical role @-@ playing game where players take control of a military unit and take part in missions against enemy forces . Stories are told through comic book @-@ like panels with animated character portraits , with characters speaking partially through voiced speech bubbles and partially through unvoiced text . The player progresses through a series of linear missions , gradually unlocked as maps that can be freely scanned through and replayed as they are unlocked . The route to each story location on the map varies depending on an individual player 's approach : when one option is selected , the other is sealed off to the player . Outside missions , the player characters rest in a camp , where units can be customized and character growth occurs . Alongside the main story missions are character @-@ specific sub missions relating to different squad members . After the game 's completion , additional episodes are unlocked , some of them having a higher difficulty than those found in the rest of the game . There are also love simulation elements related to the game 's two main heroines , although they take a very minor role .",211
wt_249,"From the 1990s onwards , track and field became increasingly more professional and international , as the IAAF gained over two hundred member nations . The IAAF World Championships in Athletics became a fully professional competition with the introduction of prize money in 1997 , and in 1998 the IAAF Golden League — an annual series of major track and field meetings in Europe — provided a higher level of economic incentive in the form of a US $ 1 million jackpot . In 2010 , the series was replaced by the more lucrative IAAF Diamond League , a fourteen @-@ meeting series held in Europe , Asia , North America and the Middle East — the first ever worldwide annual series of track and field meetings .",128
wt_250,"The Eastern Bay Link Road , along with other schemes have been subject to many planning proposals since the last link road ( the Butetown Link Road ) was finished in 1995 , namely a local transport plan ( Local Transport Plan 2000 – 2016 ) in August 2000 , a green paper ( A Change of Gear ) in December 2002 and a white paper ( Keeping Cardiff Moving ) in May 2003 . The cost of the link road was estimated to cost GB £ 162 million in 2001 and this increased to GB £ 180 million by August 2002 . It could be paid for by congestion charging , although a public @-@ private partnership is also possible .",122
wt_251,"A tropical depression developed in the southern Gulf of Mexico at 1200 UTC on September 4 . Six hours later , it strengthened into Tropical Storm Gladys . The storm quickly intensified and reached hurricane status on September 5 , roughly 24 hours after developing . Around that time , Gladys peaked as a Category 1 hurricane with maximum sustained winds of 75 mph ( 120 km / h ) . Later on September 5 , an offshoot of Gladys with cyclonic turning formed in the northern Gulf of Mexico and struck Texas on September 6 ; it may have been a separate tropical cyclone . Initially , Gladys headed north @-@ northwestward , but then re @-@ curved south @-@ southwestward while approaching the Gulf Coast of Mexico . Early on September 6 , it made landfall near Tampico , Tamaulipas as a weakening tropical storm . The system rapidly dissipated inland .",154
wt_252,"Postural displays include tall and low poses , pointing , open bill , and wing waving . The ' tall posture ' is used when in close contact with another bird and is a mild threat . The bird holds itself upright with neck and legs stretched , and it faces the other bird . The ' low posture ' is a submissive gesture ; the bird sits low on the perch with legs obscured by fluffed feathers and often faces away from the other bird . Fledglings threatened by adult birds will adopt a low posture and open their bill widely . ' Pointing ' is a threat display where the bird stretches out horizontally , with feathers sleeked and the bill pointed at the target of the aggression . A bill snap will sometimes accompany pointing . An ' open bill display ' is used by subordinates in encounters between two birds , and by a female on the nest when other birds approach . The ' trident bill display ' involves a fully open bill with the tongue raised and protruding and is a higher @-@ intensity submissive display . ' Wing waving ' is often performed at the same time as an open bill display . The wings are flexed and held slightly away from the body , and flapped out and up around three to six times . Wing waving may be accompanied by a yammer call . ' Eagle ' displays involve holding the wings and tail spread out , in either a vertical or horizontal position .",264
wt_253,"El Sol resumed cargo service with the Morgan Line , where she had 8 years of uneventful operation . On 11 March 1927 , however , El Sol was inbound to New York with a $ 1 @,@ 000 @,@ 000 cargo of pig iron , copper , and bales of cotton . When a heavy fog settled over New York Harbor , Captain Charles H. Knowles ordered his ship to anchor until the fog cleared . As El Sol was being maneuvered into position at about 07 : 45 , the American Diamond Line ship Sac City hit a glancing blow to El Sol , bounced off and then struck El Sol a second time , ripping through El Sol 's plating . Sac City 's bow had some slight damage , but El Sol sank quickly in about 60 feet ( 18 m ) of water about a half @-@ mile ( 800 m ) south of the Statue of Liberty . Out of El Sol 's crew of 45 men , 44 were rescued ; the ship 's carpenter , who could not swim , was last seen clutching the ship 's rail as it went below the surface .",203
wt_254,"SR 243 is part of the National Highway System , a network of highways that are essential to the country 's economy , defense , and mobility . SR 243 is eligible for the State Scenic Highway System , and is officially designated as a scenic highway by the California Department of Transportation ( Caltrans ) , meaning that it is a substantial section of highway passing through a "" memorable landscape "" with no "" visual intrusions "" , where the potential designation has gained popular favor with the community . In 2007 , it was named the Esperanza Firefighters Memorial Highway in honor of five firefighters who died while fighting the Esperanza Fire in October 2006 . In 2013 , SR 243 had an annual average daily traffic ( AADT ) of 1 @,@ 650 between Marion Ridge Drive in Idyllwild and San Gorgonio Avenue in Banning , and 6 @,@ 500 at the northern terminus in Banning , the latter of which was the highest AADT for the highway .",173
wt_255,"Habitats in Boise National Forest support nearly 300 terrestrial vertebrate species and 28 fish species . The most common large animals are mule deer and elk , but other mammals present include moose , black bears , pronghorn , mountain lions , coyote , bobcat , yellow @-@ bellied marmot , beaver , and gray wolves .",57
wt_256,"The idea for a francophone unit came from a French national , François Cramer , who had business interests and connections in Rhodesia . He proposed it to Major @-@ General Sandy MacLean , then the Rhodesian Army 's second @-@ in @-@ command , while they were visiting France together . MacLean relayed the idea to the General Staff in Salisbury , which decided in late 1977 to form a "" French battalion "" to alleviate the strain on its regular units . A Rhodesian officer of French extraction , Cyril Bernard , warned his superiors strongly against the scheme , but was ultimately himself sent to France to start the project . On the way he stopped in Zurich , Switzerland , where MacLean gave him final approval for the operation and a budget of US $ 30 @,@ 000 . They resolved to recruit mainly in Paris and Lyon . Bernard then entered France and renewed old connections from the French military academy at Saint @-@ Cyr .",171
wt_257,"Past the near meadows , over the still stream ,",10
wt_258,WWO Light Heavyweight Championship ( 1 time ),8
wt_259,"In the interest of transatlantic appeal , it was decided that the main characters would be mostly American and therefore actors capable of producing an appropriate accent were used . British , Canadian and Australian actors formed most of the voice cast ; the only American involved was stage actor David Holliday , who was noticed in London 's West End and given the part of Virgil Tracy . Following the completion of the first series , Holliday returned to the US . The character was voiced by English @-@ Canadian actor Jeremy Wilkin for Series Two .",98
wt_260,""" the fundamental point is that Google could stop this material appearing but they don 't , or they won 't as a matter of principle . My position is that if the search engines - if somebody were to stop the search engines producing the material , the actual sites don 't really matter because without a search engine , nobody will find it , it would just be a few friends of the person who posts it . The really dangerous things are the search engines . """,90
wt_261,"Jordan and the Bulls continued their dominance in the 1991 – 92 season , establishing a 67 – 15 record , topping their franchise record from 1990 to 91 . Jordan won his second consecutive MVP award with averages of 30 @.@ 1 points , 6 @.@ 4 rebounds and 6 @.@ 1 assists per game on 52 % shooting . After winning a physical 7 @-@ game series over the New York Knicks in the second round of the playoffs and finishing off the Cleveland Cavaliers in the Conference Finals in 6 games , the Bulls met Clyde Drexler and the Portland Trail Blazers in the Finals . The media , hoping to recreate a Magic – Bird rivalry , highlighted the similarities between "" Air "" Jordan and Clyde "" The Glide "" during the pre @-@ Finals hype . In the first game , Jordan scored a Finals @-@ record 35 points in the first half , including a record @-@ setting six three @-@ point field goals . After the sixth three @-@ pointer , he jogged down the court shrugging as he looked courtside . Marv Albert , who broadcast the game , later stated that it was as if Jordan was saying , "" I can 't believe I 'm doing this . "" The Bulls went on to win Game 1 , and defeat the Blazers in six games . Jordan was named Finals MVP for the second year in a row and finished the series averaging 35 @.@ 8 ppg , 4 @.@ 8 rpg , and 6 @.@ 5 apg , while shooting 53 % from the floor .",278
